"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Pakistan","PAK","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1170","1270","1360","1470","1580","1700","1840","1980","2130","2300","2500","2700","2900","3100","3300","3600","3900","4200","4500","4800","5200","5600","6000","6500","8500","8500","8500","8500","6837","9750","10041","12795","12604","13389","14664","14848","13557","15464","17369","23076","12485","57632","66970","73047","76653","80621.97","121826","130092","135098","138099","140101","141935","142832","148120","148381","151174","156430","157469","159083","160744","162462","164527","",
"Panama","PAN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","15","30","80","180","380","993","1366","1507","2804","3460","3460","4187","3701","3439","3877","3820","5106","6291","5503","5079","7217","7233","2327","1779","3127","3638","6228","7048","7778","8764","8943","8354","6609.38","6597.53","7588.2","7773.6","8635.2","10635","9550.32","8807.4","9900.36","8825.4","7225.22","3909.1","6704.44","",
"Peru","PER","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","5","15","40","54","117","180","254","329","422","515","630","755","1150","1530","2100","1459","3275","7708","2706","4174","4958","4869","5226","6866","5504","4862","5903","5771","7724","7931","7175","8788","6596","7551","11532","13621","22114","25981","28393","39531","43120","44317","89021","92200.35","72292.85","125692.89","115271.42","90976.46","100187.15","100458.36","141224.38","161278.62","143829.72","150817.59","",
"Philippines","PHL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","60769","61575","62314","63070","63885","65613","66323","66880","100035","99251","101651","105699","107424","110975","140073","133446","143328","162274","223377","260479","332642","352082","407225","472370","478345","495184","470923","560970","599464","629323","671116","692401","736381","793620","869083","940619","1007677","984437","997841","1048679","1100902","1220456","1338394","1448504","1717028","1895848","2092274","2214785","2407698.1","2477392.44","2545967","2608120","2541965","2373386","2337605","2348159","2200912.25","2237787","2304360.74","2358238.38","2322831.42","2272527.53","",
"Palau","PLW","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","2","2","3","3","2","2","1","1","2","2","4","4","5","5","5","18","20","41.88","25.11","23.58","35.91","19.9","29.33","26.19","23.8","20.7","22.7","22","22","18.2","",
"Papua New Guinea","PNG","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","8","7","11","11","15","15","23","38","57","106","156","210","210","286","296","431","491","691","841","1123","1372","1688","1871","3025","4125","4625","5680","5655","6001.1","6021.1","6051","6102","6122","",
"Poland","POL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","8100","8700","7500","8800","10600","9700","10109","9927","12464","12905","9833","10365","13204","13805","13512","14599","14578","16728","11627","9932","9636","14190","12881","18000","20000","20099","18684","20472","25951","25951","26400","29500","30200","18609","24500","25111","27700","28680","29791","33711","35795","35460","32709","35436","35131","37920","35867","35628","36813","36503","30751","29037","32261","35208.13","40109.69","36971","38293","38799.77","43361.34","44719","47700","44787","",
"Pre-demographic dividend","PRE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2385","2583","2721","2927","3160","3303","3454","3625","3751","3968","4219","4473","5113","5847","6750","7447","8270","8866","9384","9825","10401","10895","11504","12154","13020","14491","13055","14713","19671","34702","23622","49672","54617","50855","56682","73126","85439","82949","86118","78711","97766","132797","178496","164763","164028","189290","246151","279320.5","366467","394513.05","500643.4","524668.02","607375.89","598181.72","686967.35","747808.51","687310.35","690810.22","662986.24","669358.81","668733.26","724115.89","",
"Puerto Rico","PRI","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","86","110","113","242","284","160","143","68","58","13","164","138","154","414","462","309","457","351","306","84.3","62","51","17","20","20","19.92","20","20","20","20","20","20","18","18","",
"Korea, Dem. People's Rep.","PRK","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","5236","6287","7556","9229","11410","14143","17841","24690","40218","55844","71743","88133","105263","123457","143138","165608","192889","223564","258006","297961","347299","404354","470917","549383","694800","744900","855100","1080000","1090000","1200000","900000","950000","1100000","1130000","817039","738317","782475","489321","481500","481500","467700","508095","508095","508095","508105","508175","508180","508250","508550","508660","509785","509800","510610","511675","567545","567750","619750","625060","679060","679560","680300","680560","",
"Portugal","PRT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","1","3","8","16","24","47","79","119","155","203","232","265","309","394","489","599","682","839","2463","6240","6402","10331","11012","10433","8549","4968","6277","6402","5970","6538","4981","5364","7185","7536","6268","7537","8209","8288","8033","6700","6696","7894","7416","7352","6728.1","8224.58","9165.39","10317.8","10067.21","11338.95","9562.88","9787.24","12508.74","13991.17","13690.77","20583.01","19516.48","",
"Paraguay","PRY","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","54","51","61","60","75","75","100","190","350","350","95","95","103","570","1000","1300","2100","2120","2250","2350","2450","2600","2957.42","4929.06","5400","6450","7500","8481","8500","10781","11536","12750","14100","14150","",
"West Bank and Gaza","PSE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","17","37","65","115","280","189","269","284","184","256","280","500","749","630","600","687","",
"Pacific island small states","PSS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","857","10191","11252","5538","7280","11476","11710","6021.9","3528.03","3400","5481","9759","7764","8370","26287.02","18273","14296.4","5545","4788","6225.7","8270.3","11865.4","2872.1","3507.95","6884.32","13065.91","12545.98","16303.79","14672.05","20367.71","16514.48","11348.84","5656.17","6112.6","6105.35","5979.75","12801.66","",
"Post-demographic dividend","PST","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","681151","733720","839377","944584","941994","982979","991333","1080554","1201818","1128482","1344997","1420215","1574358","1823448","2014857","2024567","2110155","2269968","2265882","2283166","2503604","2750312","2728605","2931416","3074136.45","3252660.45","3606114.99","3516347.23","3775008.96","3721396.06","3671203.04","3751387.6","4042918.99","4152969.85","4365746.04","4446895.5","4378448.75","4635659.51","4536480.1","4720195.77","4542528.09","4596025.7","4782875.91","4885077.06","5042698.49","5039326.96","5353980.14","5696030.94","5511653.29","5660001.7","5663393.32","5555843.01","5911249.41","5798775.47","5941531.56","6223386.33","6407832.22","6859088.32","6883056.18","7023418.4","6943842.66","7274115.37","",
"French Polynesia","PYF","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4.5","3","7","6","6","13","11.5","22","89.21","129.1","39","66","89","88","80","71","455.17","615.96","551.7","596.38","809.19","619","989.82","810.66","932.62","1343.85","2013.06","1900.81","2961.83","2483.1","2255.19","1945.69","1905.36","2184.44","2918.92","2654.56","2697.68","2086.56","1914.7","1342.99","1727.57","1853.67","1879.36","1468.99","1558.84","",
"Qatar","QAT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","11","36","36","36","36","36","36","36","56","56","10","10","10","10","22","22.8","113.9","",
"Romania","ROU","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","13700","14400","13700","13500","14010","13850","14300","17900","14400","15400","18850","22000","28710","27850","33544","32316","37373","35142","35330","34551","34676","39016","43661","32217","45116","42414","47544","40183","50680","47260","34950","29530","24620","21100","20400","19830","13900","11168","9614","8998","9727","10818","9248","9042","8137","7284","8088","10312","12532","13131","8981.32","8353.26","10004","10146","10679.98","11041.75","12574.03","12798.2","12298.45","12847.78","12200","11714","",
"Russian Federation","RUS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104999","92866","77956","68578","53309","59766","66230","71615","77132","90449","101483","108751","110018","114997","106343","105803","115680","117310","120998","129651","146455","155540","163600","154050","173981","186544","204032","248293","291194","319342","",
"Rwanda","RWA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","20","23","27","30","36","39","39","61","64","38","44","164","58","53","53","60","79","100","118","128","300","270","435","612","1027","386","34.15","30.2","60.2","60.25","60.3","100.3","265.33","505.98","1165.2","1504","1620.2","1580","3357","3557","3850","7058.6","10313.3","",
"South Asia","SAS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","95250","101198","107672","114759","122500","132677","140301","150530","160079","174634","189015","207660","225633","247099","267072","291352","319938","347379","383293","421631","463044","510933","562836","620744","699732","769276","844245","969045","1082101","1205503","1230388","1461228","1647921","1680226","1811505","2004335","2165994","2381637","2520432","2768350","2631909","2911566","3063250","3268572","3820260","3963112.97","4228243","4226668","5032223","5037200.68","5277221.14","5389065.22","6129776.1","6571511.1","7071827.3","7645220.75","8148238.22","8795825.26","9917360.08","10696521.76","11516179.9","12374703.22","",
"Saudi Arabia","SAU","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","140","331","1240","1988","2153","2380","2503","2235","2696","3835","4690","5101","5620","6004","8218","6744","11824","11172","14375","15586","18410.4","22340","26441.85","26374","16076","12737","9266","23880","30000","39945","55025","72025","75562.8","99906.61","114489.66","",
"Sudan","SDN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","30","41","43","45","100","234","203","200","200","200","1000","1000","1000","1000","1000","1000","1000","1600","1600","1600","1600","1600","1950","1800","2000","2000","2000","7500","6500","6000","7000","6000","9000","10000","10000","9850","9900","",
"Senegal","SEN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","100","100","200","200","98","66","81","146","123","92","149","136","124","0","39","36","34","34","43","11","7","12","11","26","42","60","78","74","23","155","104","105","109","98","52","54","45","45","54","71","79.6","334.67","399.3","706.8","1012","1212.5","2078.83","1010.7","1108","1010","1100","1150.5","",
"Singapore","SGP","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","10","30","135","140","40","38","107","52","96","103","91","279","1126","1497","1149","1225","1330","1855","1969","1965","1857","2000","2350","2350","2360","3625","3567","4088","3706","4029","5112","4443","5027","5024","5406","5917","8573","4503","3518","3567","3498.87","4335.79","4232.31","5566.11","5262.32","6896.3","6112.35","5833.81","5701.66","5831.39","4828.85","5243.56","",
"Solomon Islands","SLB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","6","5","3","5","6","8","10","13","13","13","13","13","13","15","15","6","400","1711.2","2608.8","1353.6","866.6","1160.2","4029.8","7105","7218.6","6992.4","11815","12165.4","12203","10583.5","4783.5","5523.5","5604","5504","12460.74","",
"Sierra Leone","SLE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","3","4","7","9","14","18","20","20","20","20","20","15","25","25","30","30","30","30","30","30","30","30","30","30","30","50","50","75","75","75","75","75","75","85","85","85","100","100","115","115","",
"El Salvador","SLV","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","676","760","790","718","711","632","117","539","628","1324","518","358","384","399","279","261","395","781","1131","2219","2203","3078","3734","3817","4355.71","4499.93","4883.7","5322","3278","1663","6742.71","7955.68","11027.63","10913.22","9944.05","8378","12748.85","",
"San Marino","SMR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5013.05","6608.8","7533.72","7440.44","8195.33","7628.95","7661.19","5935.54","7168.37","7387","6877.66","5069.65","7338.7","6806.77","6010.26","7307.89","",
"Sub-Saharan Africa (excluding high income)","SSA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2385","2583","2721","2927","3160","3303","3458","3635","3771","3952","4243","4435","4697","4967","5112","5349","5649","6009","6333","6636","7048","7411","7927","8557","9432","11121","9776","11115","16633","34285","26217","53311","54676","51487","57748","74974","86911","84474","85910","85567","106768","142223","189276","173804","160560","181158.15","242517.7","274973.2","363109.85","392582.95","499336.84","546741.43","630098.12","640926.51","725853.91","793581.14","738013.99","739880.05","740513.66","730048.3","744709.93","809734.15","",
"South Sudan","SSD","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","20","20","20","24","27","30","35","40","45","",
"Sub-Saharan Africa","SSF","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2385","2583","2721","2927","3160","3303","3458","3635","3771","3952","4243","4435","4697","4967","5112","5349","5649","6009","6333","6636","7048","7411","7927","8557","9432","11121","9776","11115","16633","34292","26232","53323","54726","51587","57912","75169","87189","85058","86559","85794","107193","142505","189510","174888","161735","181930.15","243221.7","275341.2","363398.85","392582.95","499336.84","546741.43","630098.12","640926.51","725854.01","793581.24","738013.99","739880.15","740513.66","730048.3","744709.93","809734.15","",
"Small states","SST","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","56","66","71","121","130","133","167","310","363","691","2125","12309","14475","9848","13046","18357","18542","13848.9","12194.03","13148","16143","21685","20695","22358","43321.02","36256","33049.4","24678","29721","39237.2","41163.8","50739.64","32561.59","33503.68","36623.86","46564.26","36063.89","46800.96","49745.4","56992.43","52759.12","56021.55","60892.71","64325.4","75043.09","88949.58","104659.64","",
"Sao Tome and Principe","STP","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","1","1","1","106","200","345","422","422","260","288","242","180","118.3","74.4","41.16","71.1","96","74.2","78.7","82.82","122.17","102.1","106.75","72.4","69.5","37","40","",
"Slovak Republic","SVK","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1588","1861","1617","954","1254","648","872","887","999","829","881","1180","955","1263","1199","1071","834.9","702.4","834.5","1310.56","1106.2","1230.66","1308.63","2168.65","2646.26","2224.41","2687.54","2296","2304","",
"Slovenia","SVN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","868","718","787","789","869","917","909","1206","1181","1262","1289","1353","1571","1346","1369","1352","1315","1306.6","778.4","1396.6","1154.3","1225.7","1396.3","1617.2","1858.7","1750.1","1943.5","2143.9","1672.6","1685.9","",
"Sweden","SWE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","510","511","828","838","649","562","778","597","619","544","373","307","244","287","392","420","489","548","640","721","822","2607","3998","3227","3265","3081","4346","7288","8287","7914","9124","7984","7119","5904","7410","7554","8244","6683","5476","6004","4834","6773","5618","6334","5989","5880","7549","5365","7595","8540","10644","13441","13757","13366","12899","12020","15747","14793","13095","11579.3","12090.3","15253","",
"Eswatini","SWZ","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","12","18","19","20","40","45","45","40","42","60","88","93","66","81","61","69","72","0","0","0","0","0","0","0","73","209","100","100","100","100","100","100","100","100","100","100","100","",
"Sint Maarten (Dutch part)","SXM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","15","12","50","100","164","195","278","584","649","227","425","282","234","1084","1175","772","704","368","289","0","0","0","0","0","0.1","0.1","0","0.1","0","0","0","0","",
"Syrian Arab Republic","SYR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","1","4","8","10","15","20","20","30","70","120","163","230","509","816","1122","1375","2055","2810","2573","1982","3040","2662","2729","3169","5116","4635","4521","5857","6355","5596","7233","6079","6797","5880","5988","7217","8692","8533","8902","8425","8595","8697","8610","7500","6200","4000","3000","2500","2500","2350","2225","2250","2300","2350","",
"Turks and Caicos Islands","TCA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","360","100","10","5","2","2","1","1","5","3","4","4","10","15","20","30","25","4","4","4","0","0","0.2","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0","0","0","",
"Chad","TCD","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","30","30","30","30","60","60","154","94","105","105","105","105","110","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1177040","1015286","987739","1115637","1284686","1434323","1624474","1636224","1663695","1885170","1872439","2200895","2371815","2225366","2430751","2636144","2652117","3414502","3683799","3648303","3988044","3967025","4197280","4701328","5387166","6210952","6825517","7708798","8918031","9765046","10205589","11619043","14241777.9","17550438.03","20841586","24017122","26434973","26613066","28624635","31369747.02","33437798","35197219.4","37766374","40126141","43543316.7","46533577.3","49426532.89","52328970.4","55282892.78","58626449.2","62193569.1","65284052.95","70320494.17","76598471.54","80008821.43","83533410.01","86789219.43","89247586.4","91204909.95","93609726.42","95434066.02","97273097.9","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","22760","24080","22300","23220","28860","28830","29029","34877","33074","34455","34683","38135","47044","47158","53581","53958","59184","61138","56007","56005","57521","67921","73617","66268","83110","76981","83606","78970","96604","91784","79942","75522","295284","264914","224690","203247","184832","201520","217158","241007","260930","261951","268072.76","295921.1","312709.4","352284","357689.05","388812.8","415575.72","429882.11","435169.89","460415.56","510427.35","559852.33","583755.15","589104.19","635298.9","683288.67","758816.51","891502.61","1002840.62","1110716.21","",
"Togo","TGO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","30","14","14","14","14","22","22","150","150","150","20","21","20","25","20","20","20","30","30","35","50","50","50","107","107","100","20","20","23","25","58","98","132","290","1000","730","882","",
"Thailand","THA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","31545","41436","41893","39525","40474","42112","51800","54769","63673","72390","80876","89384","52748","42574","47884","80821","125100","150858","130775","118363","95966","129097","86643","99978","111932","135840","134063","151656","218191","260191","291719","353333","370974","457314","509800","559504","556155","539817","594579","693762","738155","814121","954608","1064406","1259984","1304232","1354297","1370456","1330861","1416668","1286122","1202005.43","1272700","998117","898564.86","921023","963573","894974","921313.13","963266.54","1012650","989898","",
"Tajikistan","TJK","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1874","2462","980","284","93","71","81","74","86","99","143","167","26","26","26","26","26","255.1","517.2","537","274.8","403.9","443.6","450","439","470","512","736","775","2039","",
"Turkmenistan","TKM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1950","2163","2125","1669","307","605","559","73","68","43","38","24","16","26","26","26","26","26","26","26","26","30","50","50","75","80","120","140","150","160","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","180","194","211","222","194","205","335","304","354","416","871","1060","1419","3264","3881","5826","6527","9040","12358","16430","26065","35038","51765","65586","71791","75945","91171","129660","162421","184048","221131","296703","339795","340758","406911","467666","622396","737234","754536","734469","839469","1105950","1174416","1234725","1382192.5","1500644.5","1687449.24","1670198.54","1804082.78","1881559.23","1836968.36","2198576.67","2363990.2","2372998.78","2769994.44","2646417.95","2657934.41","2941701.97","3187220.16","3514526.37","3741551.26","3825876.1","",
"Timor-Leste","TLS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","22","23","402","479","531","1594","394","509","1229","949","771","823","993","981","1018","1060","1091","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","4600","5200","5200","6000","7000","6200","5904","5610","5617","5928","6046","7205","8711","10378","11760","12906","16575","20033","23489","27870","32588","37034","42746","46245","52621","67666","74587","79392","88295","93714","95447","88519","97546","84265","94408","112819","134297","130045","192378","271331","393987","417899","466572","551758","604686","685353","754632","825870","885221.91","921791.23","1178477.87","1271155.77","1360015.5","1457987.75","1504261.89","1567210.29","1822988.69","1883844.82","2092395.52","2156841.78","2130843.09","2115776.18","",
"Tonga","TON","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","77","70","67","72","33","81","5","5.5","302.61","300.2","300.3","300.3","300","132.04","87.31","57.41","21.03","70","80","90","105.2","100","",
"South Asia (IDA & IBRD)","TSA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","95250","101198","107672","114759","122500","132677","140301","150530","160079","174634","189015","207660","225633","247099","267072","291352","319938","347379","383293","421631","463044","510933","562836","620744","699732","769276","844245","969045","1082101","1205503","1230388","1461228","1647921","1680226","1811505","2004335","2165994","2381637","2520432","2768350","2631909","2911566","3063250","3268572","3820260","3963112.97","4228243","4226668","5032223","5037200.68","5277221.14","5389065.22","6129776.1","6571511.1","7071827.3","7645220.75","8148238.22","8795825.26","9917360.08","10696521.76","11516179.9","12374703.22","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2385","2583","2721","2927","3160","3303","3458","3635","3771","3952","4243","4435","4697","4967","5112","5349","5649","6009","6333","6636","7048","7411","7927","8557","9432","11121","9776","11115","16633","34292","26232","53323","54726","51587","57912","75169","87189","85058","86559","85794","107193","142505","189510","174888","161735","181930.15","243221.7","275341.2","363398.85","392582.95","499336.84","546741.43","630098.12","640926.51","725854.01","793581.24","738013.99","739880.15","740513.66","730048.3","744709.93","809734.15","",
"Trinidad and Tobago","TTO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","3","4","4","15","15","13","13","13","22","7","7","7","25.5","25.5","25.5","19.3","12.69","27.36","13.5","5.75","6.55","7.55","5.45","23.8","11.1","7.45","7.45","54","4.2","18.2","",
"Tunisia","TUN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","17","28","41","56","72","117","160","116","147","182","212","993","820","1023","778","859","795","1137","960","1351","1875","1842","1095","1553","1868","1980","2086","2308","2603","2855","3662","3756","4720","5447","8406","9197","11935","11663","14584","17593","21930","21826.2","22913.2","23486.1","26077.2","",
"Turkiye","TUR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","60","80","100","120","150","180","220","250","310","350","400","470","530","600","680","770","860","970","1090","1220","1370","1540","1740","1970","2226","2700","3075","3300","4100","4354","5782","7835","9085","12438","15998","21607","33201","45450","56700","63000","79031","67244","61165","79943","94450","119567","129333","140743","152896","159639","167721","188890","212805","233863.6","235133","240334","253395","276502","314537","373356","421411","471686","",
"Tuvalu","TUV","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","1","1","1","0","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","1","1","",
"Tanzania","TZA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","8","15","21","32","35","37","1375","9455","26370","22580","18880","25740","40370","48940","37870","44250","38370","51120","83160","114460","96642","74873","76632","80032","88895","113142","108403.95","132495.5","137648.75","160803.19","120610.87","143347.79","183236.14","123699.13","129415.46","121116.44","114660.4","108569.16","106482.13","",
"Uganda","UGA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","33","35","38","34","42","52","63","77","87","179","194","210","360","320","475","820","2360","4915","5500","5539","10817","32392","51110","52250","76654.1","95000","85712.7","95906","98063","111023","117590","118051.2","112343.6","103737","102942.7","123897","138558.4","",
